label	text_a
2	[SEP]000000008002200071990000020405b4010303080101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]17c5aea980123908e9ce000002040546010104020103030900000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]71338c1650100102718d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]71338c1650100200718d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]71338c165018020071a90000000300082112a442595a455642326832456c6b700019000411000000000000000000000000000000000000000000000000000000
4	[SEP]4500008411fe000080113fe883caf05783caf096c8e0b80f007027c0000100542112a442754a36666b443851596664360006001966303436373937663a496d6a[SEP]4500008e6c7200008011e56983caf05783caf096c8e0894a007a6a04906d99cfe7e9ba4f63fd2675bede000110ab00000a398babd9b5add39776439b7921480a[SEP]450004a46c7300008011e15283caf05783caf096c8e196e904908e49807885fd7e34d75d837066a662a1c0f0eef1f700b2cda193e1534f169a51ca1a8e2f31a7[SEP]450004a46c7400008011e15183caf05783caf096c8e196e90490aa0c807885fe7e34d75d837066a6a32d03bd882318c13eab549efc5608b14831d6f257ca38cd[SEP]450004a46c7500008011e15083caf05783caf096c8e196e90490d1a6807885ff7e34d75d837066a62315022358db0a1f1f280044dae41f2551e7f4744137efad
3	[SEP]cd3f010000010000000000000b322d656467652d636861740866616365626f6f6b03636f6d000001000100000000000000000000000000000000000000000000[SEP]cd3f818000010002000200020b322d656467652d636861740866616365626f6f6b03636f6d0000010001c00c0005000100000914000c04737461720463313072[SEP]1e70010000010000000000000b322d656467652d636861740866616365626f6f6b03636f6d00001c000100000000000000000000000000000000000000000000[SEP]1e70818000010002000200020b322d656467652d636861740866616365626f6f6b03636f6d00001c0001c00c0005000100000914000c04737461720463313072
1	[SEP]01486f737365696e206174206765313238686f7365696e313020284c696e75782900000000000000000000000000000000000000000000000000000000000000[SEP]01486f737365696e206174206765313238686f7365696e313020284c696e75782900000000000000000000000000000000000000000000000000000000000000[SEP]01486f737365696e206174206765313238686f7365696e313020284c696e75782900000000000000000000000000000000000000000000000000000000000000[SEP]01486f737365696e206174206765313238686f7365696e313020284c696e75782900000000000000000000000000000000000000000000000000000000000000[SEP]01486f737365696e206174206765313238686f7365696e313020284c696e75782900000000000000000000000000000000000000000000000000000000000000
2	[SEP]00000000a002721071e40000020405b40402080a0381247a00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]ab334ab9a012389088e80000020405460402080a312d44990381247a010303090000000000000000000000000000000000000000000000000000000000000000[SEP]d1efb7b8801000e571dc00000101080a0381248e312d449900000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]d1efb7b8801800e5720800000101080a038124ac312d4499000300182112a4427ca0c09ab1631bcaabddb0f20019000411000000000d000400000e1080280004[SEP]ab334ae58010001dee9500000101080a312d4561038124ac00000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]000000000000000000010003ebb614eb001e5000f74b000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003ebb614eb001e5000f74b000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003ebb614eb001e8477c2d4000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003ebb614eb001e8477c2d4000000010000000000000477706164000001000100000000000000000000000000000000000000000000
2	[SEP]00000000a002721017c20000020405b40402080a0382f7e900000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]04df6464a012389094920000020405460402080a3ffd6b7f0382f7e9010303090000000000000000000000000000000000000000000000000000000000000000[SEP]ace2c48e801000e517ba00000101080a0382f7f43ffd6b7f00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]ace2c48e801800e5197100000101080a0382f7f43ffd6b7f504f5354202f20485454502f312e310d0a486f73743a206f6373702e64696769636572742e636f6d[SEP]04df661b8010001ff99600000101080a3ffd6b8a0382f7f400000000000000000000000000000000000000000000000000000000000000000000000000000000
3	[SEP]a4a79ea250100100bf73000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3b5660428010016951c300000101050a3b5660413b56604200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]a4a79ea250100100bf73000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3b5660428010016951c300000101050a3b5660413b56604200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]a4a79ea250100100bf73000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]450000a9c91a00003f11c5f883caf40583caf09600353fc700956a073bae81800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c[SEP]450000a9c92700003f11c5eb83caf40583caf09600350df10095c9f2693e81800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c[SEP]450000b1c93600003f11c5d483caf40583caf09600350673009dee7c6b54818000010002000200020b302d656467652d636861740866616365626f6f6b03636f[SEP]450000a9c94b00003f11c5c783caf40583caf0960035e8310095d6c7635a81800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c
2	[SEP]00000000a002721071e40000020405b40402080a0381247a00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]8eff4975a01238904e020000020405460402080a312d44990381247a010303090000000000000000000000000000000000000000000000000000000000000000[SEP]81c792d4801000e571dc00000101080a0381248e312d449900000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]81c792d4801800e5720800000101080a038124c0312d4499000300182112a44249c0a864e09a441ad8a45f250019000411000000000d000400000e1080280004[SEP]8eff49a18010001db34a00000101080a312d45b2038124c000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]a2830000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]a2830000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]fe800000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]fe800000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]a1bb011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]a1bb011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]a1bb011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]a1bc011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]a1bc011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000
4	[SEP]00000000a002721071e20000020405b40402080a037ef1fe00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]431c11b3a0123890381c0000020405460402080a31243fce037ef1fe010303090000000000000000000000000000000000000000000000000000000000000000[SEP]bff23678801000e571da00000101080a037ef21231243fce00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]bff23678801800e5720600000101080a037ef29e31243fce000300182112a4422ec3882fef0932e780899b280019000411000000000d000400000e1080280004[SEP]431c11df8010001d9b8200000101080a3124426f037ef29e00000000000000000000000000000000000000000000000000000000000000000000000000000000
0	[SEP]ed9700000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]ed9700000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]fc970000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]fc970000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]000100542112a4428a78efa93aa19471ef587c6f000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7e00ff80290008[SEP]000100542112a4428a78efa93aa19471ef587c6f000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7e00ff80290008[SEP]000100542112a4428a78efa93aa19471ef587c6f000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7e00ff80290008[SEP]000100542112a4428a78efa93aa19471ef587c6f000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7e00ff80290008[SEP]000100542112a4428a78efa93aa19471ef587c6f000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7e00ff80290008
2	[SEP]1a7c0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]1a7c0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2abf00000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2abf00000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]e3cc0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]e3cc0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]e3cc0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000
1	[SEP]00000000a002721025cb0000020405b40402080a0053762200000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]c29859c06012ffffe2530000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]54935e025010721025b7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]54935e025018721027bc00001603010200010001fc03039fc145903056af9e751a2267835733939eeeeb33cefc277441a39ffda28e8571205c444b1678f7ae8d[SEP]c2985bc55010fffff80b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3	[SEP]4a2b11e35018022f07b500001503030016536d7174fd74c613afc6a0c437f6ca494123ba7157f700000000000000000000000000000000000000000000000000[SEP]4a2b11e35011022ff7ed000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]78e36e435010405fb9bd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]78e36e435011405fb9bc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]4a2b11e45010022ff7ec000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]7b22686f73745f696e74223a20333638353439343732342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20333638353439343732342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20333638353439343732342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20333638353439343732342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20333638353439343732342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022
1	[SEP]e0fb02e19edfb5fc85ebf80c7dad4f615047ffd3b0093317a5a74bb0e63f472d93c0b880e4a6c2219304265433af69ab6f07a38bb58501570e151d9b71d899a4[SEP]096f02f1258c0b245b2b5f95f8143bc9f6005e56ca8bfa38055c6fc5567a6ba74289e4eaec57b0ef079dd1820bfbbba10658c88e1627c1dfd141260110fac2b8[SEP]e120029fe9029fde4320f03af11b17710621596d592df83e6b10ebd6f465857c91c63a2e808d85ddbd5eef9ba5f7815e5b3a1c338f899d5e796079ea3a9b932c[SEP]e12102e5586ec45123b78cd7a4a620a14f61dbf8cf1f9d74436536b9bab350ec367708242f8e1461a8fd2f011ee3ca3f10be45e0d9cbcb86e58ea5e44d8e0ff6[SEP]e1211583caf0572b0ad7b60000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3	[SEP]ec5701000001000000000000037777770866616365626f6f6b03636f6d0000010001000000000000000000000000000000000000000000000000000000000000[SEP]a35a01000001000000000000037777770866616365626f6f6b03636f6d00001c0001000000000000000000000000000000000000000000000000000000000000[SEP]ec5781800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c0005000100000811000c04737461720463313072c010c02e00010001[SEP]a35a81800001000200020002037777770866616365626f6f6b03636f6d00001c0001c00c0005000100000811000c04737461720463313072c010c02e001c0001
1	[SEP]04ebcfc35018ff286ecc0000170301053055169823580e17641d3a9563c49f5ed49911714aeaf23763c8aa946f0aebb3eb13ca37343baf8cb0e220b7a7a685e6[SEP]e2e9cbad5010fffffa49000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e2e9cbad5018ffff5dd6000017030100608956f6dfe22c422228fb648f6900de7c875be5272a187516702233491bd1adaef2d5026bb62b287acf81049b7d08c8[SEP]04ebd0285010ff286997000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e2e9cbad5018ffff4a0c000017030104304edf8ed7b25c07058ea0621ceb38e8cce6c710835894a691a8e14cc04f03f9768d23a291f67f8b7094af3f17f584ba
1	[SEP]33220235ceb3a20392ff679ce45b0a6a04d5c309a4d685543702c5e4252db41c75d4e917ee57673384f4365fb95870628e2e2896be6076a1f814b61af893d39d[SEP]45e7023c3f2b827fbfe72fdb9bfcf2bafa14b5393223f372968b53fe9ea05ea36ed4000000000000000000000000000000000000000000000000000000000000[SEP]335702f3adb21696d88d96e13d563191d321bbce337ada24e3c1abfe3b40aab030ad12c9bd418173d14cd74c1aa5a51a5f97a8f72062bb8c48bfdcbf60a5d626[SEP]33573583caf0f2a78930a60000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]337002049e2c70ed4193f7cc08e0c18844af83e2642096dbcee69822ddbc2ceab3c5879736d5e95ab77cd4a7c48d970a645e37e5d4466af5f4b460f7986b7356
4	[SEP]69aa64d18010027268fe00000101080a037eecf834a52ca200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]90188e73801002d122b100000101080a34a553e2037eb23200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]69aa64d18010027268fe00000101080a037ef6c834a553e200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]90188e73801002d1fb7000000101080a34a57b22037eb23200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]69aa64d18010027268fe00000101080a037f009834a57b2200000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]00000000a0027210167e0000020405b40402080a0049c48200000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]e2606b1a6012ffffd1370000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]4187640250107210166a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]418764025018721017940000474554202f75692f322f342e332e302e33372f656e2f6765746c617465737476657273696f6e3f7665723d342e332e302e333726[SEP]e2606c445010ffffe7ca000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]0d1811e2288b9ec63f5130323301668e49bee223ef04d8d4ef2c01a001000443484c4f170000005041440097010000534e4900a601000053544b00e001000056[SEP]0d1811e2288b9ec63f5130323302ee58b3ad83a3bf3306c8cd72197f3d61a0539ae1556742405edc44470cb9e4c73f70abb643be285d51daaca07a205ecc93ce[SEP]00016245506dc68147cbf1882a23dacdd99a03a8b64328abe21ef4dbebcc983f4be58172d7f1baa220607067980afd699cf5db82c0821420212ee7d3e715579c[SEP]0c1811e2288b9ec63f03d3179677132c252d4462f2f4cc4b624b669f0aa8d5cf1165994b2b000000000000000000000000000000000000000000000000000000[SEP]0002aed721e827f78e4d3f27fc6f245127bd6a4fc4af31068277bd919738c66c0000000000000000000000000000000000000000000000000000000000000000
3	[SEP]f17401000001000000000000037777770866616365626f6f6b03636f6d0000010001000000000000000000000000000000000000000000000000000000000000[SEP]f17481800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c00050001000009db000c04737461720463313072c010c02e00010001[SEP]6dc201000001000000000000037777770866616365626f6f6b03636f6d00001c0001000000000000000000000000000000000000000000000000000000000000[SEP]6dc281800001000200020002037777770866616365626f6f6b03636f6d00001c0001c00c00050001000009db000c04737461720463313072c010c02e001c0001
1	[SEP]cc310110000100000000000020464845504643454c45484643455046464641434143414341434143414341424e00002000010000000000000000000000000000[SEP]cc32011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]cc32011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]cc32011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]cc36011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000
2	[SEP]3b52195500000000fa8501000000000008090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637[SEP]3b52195500000000fa8501000000000008090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637[SEP]7052195500000000b74f0c000000000008090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637[SEP]7052195500000000b74f0c000000000008090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637
4	[SEP]ebee67c48010013d9db100000101080a037ef88032529c5900000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3228b0a48010015e15cc00000101080a32534c5a037e747600000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]ebee67c48010013d9db100000101080a037f248032534c5a00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3228b0a48010015e65cb00000101080a3253fc5a037e747600000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]ebee67c48010013d9db100000101080a037f50803253fc5a00000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]00000000a0027210ff2c0000020405b40402080a004c4d7500000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]c6637ade6012ffff92ca0000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]07cf060250107210ff18000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]07cf060250187210ff6c0000d84817e330d92244abbe610b7cf497b05bd3cfe65c23363a435b9d997b3c01b445d9334cf772888ff624990a53f657e8f0a15eb7[SEP]c6637b325010ffffaa33000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]43bf0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]43bf0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]775d0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]775d0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]000000008002200071990000020405b4010303080101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]6fec35ca80123908631b000002040546010104020103030900000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]7364314e50100102718d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]7364314e50100200718d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]7364314e5018020071a90000000300082112a442726330397a554776765752340019000411000000000000000000000000000000000000000000000000000000
3	[SEP]50d001000001000000000000037777770866616365626f6f6b03636f6d0000010001000000000000000000000000000000000000000000000000000000000000[SEP]50d081800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c00050001000009c7000c04737461720463313072c010c02e00010001[SEP]1ebe01000001000000000000037777770866616365626f6f6b03636f6d00001c0001000000000000000000000000000000000000000000000000000000000000[SEP]1ebe81800001000200020002037777770866616365626f6f6b03636f6d00001c0001c00c00050001000009c7000c04737461720463313072c010c02e001c0001
2	[SEP]000300182112a4427ddcf4efe5279dcbcd59f80d0019000411000000000d000400000e108028000405c65ef70000000000000000000000000000000000000000[SEP]011300542112a4427ddcf4efe5279dcbcd59f80d0009001000000401556e617574686f72697a6564001500286662346631393535303639396635383061613565[SEP]000300842112a442718f247659e655f3a4c0fd6f0019000411000000000d000400000e1000060010426d2d6b4c7773457a78765a6c7179300014000d7475726e[SEP]010300382112a442718f247659e655f3a4c0fd6f002000080001934aa2d854d4001600080001faad8ceeeb1a000d0004000003840008001418e559c189b2ac75
1	[SEP]e000013c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e000013c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e000013c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e000013c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e000013c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]7b22686f73745f696e74223a20323632393839323130322c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20323632393839323130322c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20323632393839323130322c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20323632393839323130322c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20323632393839323130322c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022
2	[SEP]00000000a002721071dc0000020405b40402080a037cd9a500000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]33ff59b1a0123890657b0000020405460402080a311c288d037cd9a5010303090000000000000000000000000000000000000000000000000000000000000000[SEP]54fe5515801000e571d400000101080a037cd9b8311c288d00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]54fe5515801800e5720000000101080a037cd9f5311c288d000300182112a442a39d49c6ec89d4b868102bae0019000411000000000d000400000e1080280004[SEP]33ff59dd8010001dca9200000101080a311c29cd037cd9f500000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]16b70000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]16b70000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]b6ae0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]b6ae0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]00000000a002721004370000020405b40402080a005e244a00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]20e6825c6012ffff63c40000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2b099402501072100423000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2b09940250187210062800001603010200010001fc030387fb945524c372746ccfcde7f78c9e230b64202a2fd4efab398cc13773bdb75e20ac16d74ff848b87e[SEP]20e684615010ffff797c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]0dae8093c500b415f35130323301f4c501c1b763f1c97b379d4400a001000443484c4f170000005041440087010000534e4900a401000053544b00de01000056[SEP]0dae8093c500b415f351303233020022c03175d8ca734bcc5cae813a44ad02c7912cfe67813008afd4df099ba08b19a203734760e876d91a3bb381a29ad5eac7[SEP]0001bf8e425b25bba78beb7dc6bcaf4bf0a9df55832e7c4ec108e4dafd2775e402a7c93d83136d93cc768004f5b3ca2e4c0ff99ac06c6965b405f3e8160c787d[SEP]0cae8093c500b415f303dd4fd0ca06bbdf7c7bf2bb97b62838333d10e46e0cc82d33f54a10000000000000000000000000000000000000000000000000000000[SEP]0002bf5085f17c9231ec293b0938dbe8d466b9ea5ae265aab10d136555c2325ffc58386c30b20ca837cf68e95d840ed774764fa041315c6d78eef23ef2dbff5d
2	[SEP]000000000000000000010003f2fe14eb001ebee7fff100000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f2fe14eb001ebee7fff100000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f2fe14eb001eb762077700000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f2fe14eb001eb762077700000001000000000000047770616400001c000100000000000000000000000000000000000000000000
2	[SEP]8b20010000010000000000000c666f6f64616e646472696e6b0474696c650561707065780462696e6703636f6d00000100010000000000000000000000000000[SEP]8b20010000010000000000000c666f6f64616e646472696e6b0474696c650561707065780462696e6703636f6d00000100010000000000000000000000000000[SEP]8b20818000010004000800080c666f6f64616e646472696e6b0474696c650561707065780462696e6703636f6d0000010001c00c0005000100000adf00290877
1	[SEP]33df02fb71b55cc3eadaf7bdaa7bf94d3a188866fb2cfbd6523a4df0290d8b7f1174000000000000000000000000000000000000000000000000000000000000[SEP]9f8e02ba5a0f00dff43803c26266a4ac906e3d32777cc1e1f3ed43cf2994a3bfbce80143fa011ed227dca7cd8b51918dc1ce28bc1e8ca3545190f049503fa3e2[SEP]340102c2fbb90c0d3a5cd75fa284ca019b2cdb135afbdf37dedb7c970243e2daa791000000000000000000000000000000000000000000000000000000000000[SEP]ae4b0283fdd5abb4fed9a4a6e861ea1022f50706b020953b34acd83525542c1c6aebbcc42a95f3ff839d86540129adf5b3529a4cdd2f205ceca9926cece7d040
1	[SEP]004b351b50187970defc000014914f914d7b819b5b6845b58b5a6d9948aac4fdf5a3d7a79c0bfe83f0edfd6d9f9ce76fa8ddce7542b37d945a1330857ed91c67[SEP]62fa4e6c5010ffffc94b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]62fa4e6c5018ffff1ff00000115997f6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]004b351f50107970dd6e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]004b351f50187970dd9500005552c9a4805be3845c8393b550ecbe4c95809c4ffd3206211e28e44bd4ab349dc1dafe151df7e300000000000000000000000000
1	[SEP]00000000a00272109dca0000020405b40402080a005bc52b00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]4d9cd0896012ffffa7e00000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]265e4402501072109db6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]265e4402501872109fbb00001603010200010001fc0303e739ede67909168fb3699ffe1823b374b8cb1322acbc8758eba0d9b38d9fcc89206f51a9b79124f57d[SEP]4d9cd28e5010ffffbd98000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]0000000000000001ffed3bf53a000502000001008300e9c800000000ff0200000000000000000001ffed3bf50000000000000000000000000000000000000000[SEP]0000000000000001ffed3bf53a000502000001008300e9c800000000ff0200000000000000000001ffed3bf50000000000000000000000000000000000000000[SEP]0000000000000001ffed3bf53a000502000001008300e9c800000000ff0200000000000000000001ffed3bf50000000000000000000000000000000000000000[SEP]0000000000000001ffed3bf53a000502000001008300e9c800000000ff0200000000000000000001ffed3bf50000000000000000000000000000000000000000[SEP]0000000000000001ffed3bf53a000502000001008300e9c800000000ff0200000000000000000001ffed3bf50000000000000000000000000000000000000000
2	[SEP]00000000a00272109dce0000020405b40402080a0382f77800000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]ecbfb206a012a62c248f0000020405460402080a3263813b0382f778010303070000000000000000000000000000000000000000000000000000000000000000[SEP]388ea4e1801000e59dc600000101080a0382f77f3263813b00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]388ea4e1801800e59e9000000101080a0382f77f3263813b16030100c5010000c1030382b5e790f80e4c5dda07560340eb3189ca76390e2c47b849b6b94308bc[SEP]ecbfb2d080100155f6da00000101080a326381540382f77f00000000000000000000000000000000000000000000000000000000000000000000000000000000
